,camis,name,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,inspection_type,address,zip_code,rating,price,cuisine
6313,50046405,mughlai indian cuisine,manhattan,329,3rd ave,10010,2128890909,Indian,2018-03-15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,20.0,Cycle Inspection / Initial Inspection,329 3 ave,10010,4.0,$$,indpak
6314,50046405,mughlai indian cuisine,manhattan,329,3rd ave,10010,2128890909,Indian,2018-05-15,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,Cycle Inspection / Re-inspection,329 3 ave,10010,4.0,$$,indpak
6315,50046405,mughlai indian cuisine,manhattan,329,3rd ave,10010,2128890909,Indian,2018-10-18,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,36.0,Cycle Inspection / Initial Inspection,329 3 ave,10010,4.0,$$,indpak
6316,50046405,mughlai indian cuisine,manhattan,329,3rd ave,10010,2128890909,Indian,2018-11-19,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11.0,Cycle Inspection / Re-inspection,329 3 ave,10010,4.0,$$,indpak
6317,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2016-04-06,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,19.0,Pre-permit (Operational) / Initial Inspection,6029 roosevelt ave,11377,2.5,$,salad
6318,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2016-04-27,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12.0,Pre-permit (Operational) / Re-inspection,6029 roosevelt ave,11377,2.5,$,salad
6319,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2017-01-11,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37.0,Cycle Inspection / Initial Inspection,6029 roosevelt ave,11377,2.5,$,salad
6320,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2017-02-01,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11.0,Cycle Inspection / Re-inspection,6029 roosevelt ave,11377,2.5,$,salad
6321,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2017-09-06,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28.0,Cycle Inspection / Initial Inspection,6029 roosevelt ave,11377,2.5,$,salad
6322,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2017-11-02,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17.0,Cycle Inspection / Re-inspection,6029 roosevelt ave,11377,2.5,$,salad
6323,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2018-04-03,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,14.0,Cycle Inspection / Initial Inspection,6029 roosevelt ave,11377,2.5,$,salad
6324,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2018-05-03,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,Cycle Inspection / Re-inspection,6029 roosevelt ave,11377,2.5,$,salad
6325,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2018-09-26,Violations were cited in the following area(s).,02D,"Precooked potentially hazardous food from commercial food processing establishment that is supposed to be heated, but is not heated to 140º F within 2 hours.",Critical,8.0,Cycle Inspection / Initial Inspection,6029 roosevelt ave,11377,2.5,$,salad
6326,50046471,kennedy fried chicken,queens,6029,roosevelt ave,11377,7184267670,American,2018-12-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,7.0,Cycle Inspection / Re-inspection,6029 roosevelt ave,11377,2.5,$,salad
6327,50046649,little caesars pizza,brooklyn,1431,fulton st,11216,3473508888,Pizza,2016-03-29,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,50.0,Pre-permit (Operational) / Initial Inspection,1431 fulton st,11216,2.5,$,pizza
6328,50046649,little caesars pizza,brooklyn,1431,fulton st,11216,3473508888,Pizza,2016-04-08,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,21.0,Pre-permit (Operational) / Re-inspection,1431 fulton st,11216,2.5,$,pizza
6329,50046649,little caesars pizza,brooklyn,1431,fulton st,11216,3473508888,Pizza,2016-11-04,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7.0,Cycle Inspection / Initial Inspection,1431 fulton st,11216,2.5,$,pizza
6330,50046649,little caesars pizza,brooklyn,1431,fulton st,11216,3473508888,Pizza,2016-12-08,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Cycle Inspection / Re-inspection,1431 fulton st,11216,2.5,$,pizza
6331,50046649,little caesars pizza,brooklyn,1431,fulton st,11216,3473508888,Pizza,2017-07-11,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,Cycle Inspection / Initial Inspection,1431 fulton st,11216,2.5,$,pizza
6332,50046649,little caesars pizza,brooklyn,1431,fulton st,11216,3473508888,Pizza,2018-08-02,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,22.0,Cycle Inspection / Initial Inspection,1431 fulton st,11216,2.5,$,pizza
6333,50046649,little caesars pizza,brooklyn,1431,fulton st,11216,3473508888,Pizza,2018-09-18,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12.0,Cycle Inspection / Re-inspection,1431 fulton st,11216,2.5,$,pizza
6334,50046735,subway,queens,15949,crossbay blvd,11414,3472334391,American,2016-03-30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,Pre-permit (Operational) / Initial Inspection,15949 crossbay blvd,11414,3.5,$,sandwiches
6335,50046735,subway,queens,15949,crossbay blvd,11414,3472334391,American,2017-05-25,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Cycle Inspection / Initial Inspection,15949 crossbay blvd,11414,3.5,$,sandwiches
6336,50046735,subway,queens,15949,crossbay blvd,11414,3472334391,American,2018-06-06,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,Cycle Inspection / Initial Inspection,15949 crossbay blvd,11414,3.5,$,sandwiches
6337,50046870,project brunch,staten island,4553,arthur kill rd,10309,7186059866,American,2016-03-21,No violations were recorded at the time of this inspection.,na,na,Not Applicable,0.0,Pre-permit (Non-operational) / Initial Inspection,4553 arthur kill rd,10309,3.5,$$,breakfast_brunch
6338,50046870,project brunch,staten island,4553,arthur kill rd,10309,7186059866,American,2016-07-27,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,7.0,Cycle Inspection / Initial Inspection,4553 arthur kill rd,10309,3.5,$$,breakfast_brunch
6339,50046870,project brunch,staten island,4553,arthur kill rd,10309,7186059866,American,2016-08-17,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7.0,Cycle Inspection / Re-inspection,4553 arthur kill rd,10309,3.5,$$,breakfast_brunch
6340,50046870,project brunch,staten island,4553,arthur kill rd,10309,7186059866,American,2017-01-19,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24.0,Cycle Inspection / Initial Inspection,4553 arthur kill rd,10309,3.5,$$,breakfast_brunch
6341,50046870,project brunch,staten island,4553,arthur kill rd,10309,7186059866,American,2017-03-16,Violations were cited in the following area(s).,02D,"Precooked potentially hazardous food from commercial food processing establishment that is supposed to be heated, but is not heated to 140º F within 2 hours.",Critical,12.0,Cycle Inspection / Re-inspection,4553 arthur kill rd,10309,3.5,$$,breakfast_brunch
6342,50046870,project brunch,staten island,4553,arthur kill rd,10309,7186059866,American,2017-10-19,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,17.0,Cycle Inspection / Initial Inspection,4553 arthur kill rd,10309,3.5,$$,breakfast_brunch
6343,50046870,project brunch,staten island,4553,arthur kill rd,10309,7186059866,American,2017-11-15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12.0,Cycle Inspection / Re-inspection,4553 arthur kill rd,10309,3.5,$$,breakfast_brunch
6344,50046870,project brunch,staten island,4553,arthur kill rd,10309,7186059866,American,2018-04-27,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13.0,Cycle Inspection / Initial Inspection,4553 arthur kill rd,10309,3.5,$$,breakfast_brunch
6345,50047011,pitkins fish and chicken,queens,9202,jamaica ave,11421,7184411095,Chicken,2016-07-06,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7.0,Pre-permit (Operational) / Initial Inspection,9202 jamaica ave,11421,4.5,$,fishnchips
6346,50047011,pitkins fish and chicken,queens,9202,jamaica ave,11421,7184411095,Chicken,2017-08-22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,Cycle Inspection / Initial Inspection,9202 jamaica ave,11421,4.5,$,fishnchips
6347,50047011,pitkins fish and chicken,queens,9202,jamaica ave,11421,7184411095,Chicken,2018-09-05,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,Cycle Inspection / Initial Inspection,9202 jamaica ave,11421,4.5,$,fishnchips
6348,50047049,peggy dempseys,queens,6414,flushing ave,11378,7183263707,American,2016-04-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,Pre-permit (Operational) / Initial Inspection,6414 flushing ave,11378,4.0,$$,tradamerican
6349,50047049,peggy dempseys,queens,6414,flushing ave,11378,7183263707,American,2017-05-18,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,25.0,Cycle Inspection / Initial Inspection,6414 flushing ave,11378,4.0,$$,tradamerican
6350,50047049,peggy dempseys,queens,6414,flushing ave,11378,7183263707,American,2017-06-21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,Cycle Inspection / Re-inspection,6414 flushing ave,11378,4.0,$$,tradamerican
6351,50047049,peggy dempseys,queens,6414,flushing ave,11378,7183263707,American,2018-02-22,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,13.0,Cycle Inspection / Initial Inspection,6414 flushing ave,11378,4.0,$$,tradamerican
6352,50047108,the warren,manhattan,131,christopher st,10014,2122431311,American,2016-04-19,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10.0,Pre-permit (Operational) / Initial Inspection,131 christopher st,10014,4.0,$$,gastropubs
6353,50047108,the warren,manhattan,131,christopher st,10014,2122431311,American,2017-07-11,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,22.0,Cycle Inspection / Initial Inspection,131 christopher st,10014,4.0,$$,gastropubs
6354,50047108,the warren,manhattan,131,christopher st,10014,2122431311,American,2017-09-26,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12.0,Cycle Inspection / Re-inspection,131 christopher st,10014,4.0,$$,gastropubs
6355,50047108,the warren,manhattan,131,christopher st,10014,2122431311,American,2018-10-06,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,38.0,Cycle Inspection / Initial Inspection,131 christopher st,10014,4.0,$$,gastropubs
6356,50047278,island express,brooklyn,998,flatbush ave,11226,7184699049,Caribbean,2016-08-05,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,9.0,Pre-permit (Operational) / Initial Inspection,998 flatbush ave,11226,4.5,$,caribbean
6357,50047278,island express,brooklyn,998,flatbush ave,11226,7184699049,Caribbean,2017-07-18,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,15.0,Cycle Inspection / Initial Inspection,998 flatbush ave,11226,4.5,$,caribbean
6358,50047278,island express,brooklyn,998,flatbush ave,11226,7184699049,Caribbean,2017-09-20,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,13.0,Cycle Inspection / Re-inspection,998 flatbush ave,11226,4.5,$,caribbean
6359,50047278,island express,brooklyn,998,flatbush ave,11226,7184699049,Caribbean,2018-03-12,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,20.0,Cycle Inspection / Initial Inspection,998 flatbush ave,11226,4.5,$,caribbean
6360,50047278,island express,brooklyn,998,flatbush ave,11226,7184699049,Caribbean,2018-04-18,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13.0,Cycle Inspection / Re-inspection,998 flatbush ave,11226,4.5,$,caribbean
6361,50047278,island express,brooklyn,998,flatbush ave,11226,7184699049,Caribbean,2018-09-06,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,Cycle Inspection / Initial Inspection,998 flatbush ave,11226,4.5,$,caribbean
6362,50047278,island express,brooklyn,998,flatbush ave,11226,7184699049,Caribbean,2018-09-28,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,Cycle Inspection / Re-inspection,998 flatbush ave,11226,4.5,$,caribbean
6363,50047431,arbuz,brooklyn,1706,sheepshead bay rd,11235,7189750999,"Juice, Smoothies, Fruit Salads",2016-04-11,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,Pre-permit (Operational) / Initial Inspection,1706 sheepshead bay rd,11235,4.0,$,icecream
6364,50047431,arbuz,brooklyn,1706,sheepshead bay rd,11235,7189750999,"Juice, Smoothies, Fruit Salads",2017-04-25,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,Cycle Inspection / Initial Inspection,1706 sheepshead bay rd,11235,4.0,$,icecream
6365,50047431,arbuz,brooklyn,1706,sheepshead bay rd,11235,7189750999,"Juice, Smoothies, Fruit Salads",2018-05-03,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,8.0,Cycle Inspection / Initial Inspection,1706 sheepshead bay rd,11235,4.0,$,icecream
6366,50047547,china garden,brooklyn,133,irving ave,11237,7184182888,Chinese,2016-05-24,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11.0,Pre-permit (Operational) / Initial Inspection,133 irving ave,11237,5.0,$,chinese
6367,50047547,china garden,brooklyn,133,irving ave,11237,7184182888,Chinese,2017-06-21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,17.0,Cycle Inspection / Initial Inspection,133 irving ave,11237,5.0,$,chinese
6368,50047547,china garden,brooklyn,133,irving ave,11237,7184182888,Chinese,2017-09-20,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10.0,Cycle Inspection / Re-inspection,133 irving ave,11237,5.0,$,chinese
6369,50047547,china garden,brooklyn,133,irving ave,11237,7184182888,Chinese,2018-03-02,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13.0,Cycle Inspection / Initial Inspection,133 irving ave,11237,5.0,$,chinese
6370,50047547,china garden,brooklyn,133,irving ave,11237,7184182888,Chinese,2019-01-17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,21.0,Cycle Inspection / Initial Inspection,133 irving ave,11237,5.0,$,chinese
6371,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2016-05-03,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,28.0,Pre-permit (Operational) / Initial Inspection,111 brdway,10006,3.0,$,sandwiches
6372,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2016-07-15,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,Pre-permit (Operational) / Re-inspection,111 brdway,10006,3.0,$,sandwiches
6373,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2017-02-03,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,23.0,Cycle Inspection / Initial Inspection,111 brdway,10006,3.0,$,sandwiches
6374,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2017-02-27,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7.0,Cycle Inspection / Re-inspection,111 brdway,10006,3.0,$,sandwiches
6375,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2017-08-15,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,26.0,Cycle Inspection / Initial Inspection,111 brdway,10006,3.0,$,sandwiches
6376,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2017-10-31,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,Cycle Inspection / Re-inspection,111 brdway,10006,3.0,$,sandwiches
6377,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2018-03-30,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,34.0,Cycle Inspection / Initial Inspection,111 brdway,10006,3.0,$,sandwiches
6378,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2018-06-25,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10.0,Cycle Inspection / Re-inspection,111 brdway,10006,3.0,$,sandwiches
6379,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2018-10-29,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18.0,Cycle Inspection / Initial Inspection,111 brdway,10006,3.0,$,sandwiches
6380,50047631,subway,manhattan,111,broadway,10006,2122276323,Sandwiches/Salads/Mixed Buffet,2018-11-19,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,Cycle Inspection / Re-inspection,111 brdway,10006,3.0,$,sandwiches
6381,50047650,desi galli,manhattan,172,avenue b,10009,2124753374,Indian,2016-04-14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Pre-permit (Non-operational) / Initial Inspection,172 ave b,10009,3.5,$$,indpak
6382,50047650,desi galli,manhattan,172,avenue b,10009,2124753374,Indian,2016-08-18,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,63.0,Cycle Inspection / Initial Inspection,172 ave b,10009,3.5,$$,indpak
6383,50047650,desi galli,manhattan,172,avenue b,10009,2124753374,Indian,2016-08-29,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11.0,Cycle Inspection / Re-inspection,172 ave b,10009,3.5,$$,indpak
6384,50047650,desi galli,manhattan,172,avenue b,10009,2124753374,Indian,2017-04-05,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Cycle Inspection / Initial Inspection,172 ave b,10009,3.5,$$,indpak
6385,50047650,desi galli,manhattan,172,avenue b,10009,2124753374,Indian,2018-05-02,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,20.0,Cycle Inspection / Initial Inspection,172 ave b,10009,3.5,$$,indpak
6386,50047650,desi galli,manhattan,172,avenue b,10009,2124753374,Indian,2018-07-10,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,51.0,Cycle Inspection / Re-inspection,172 ave b,10009,3.5,$$,indpak
6387,50047650,desi galli,manhattan,172,avenue b,10009,2124753374,Indian,2018-07-18,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,22.0,Cycle Inspection / Compliance Inspection,172 ave b,10009,3.5,$$,indpak
6388,50047650,desi galli,manhattan,172,avenue b,10009,2124753374,Indian,2018-11-07,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,33.0,Cycle Inspection / Initial Inspection,172 ave b,10009,3.5,$$,indpak
6389,50047650,desi galli,manhattan,172,avenue b,10009,2124753374,Indian,2018-12-04,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10.0,Cycle Inspection / Re-inspection,172 ave b,10009,3.5,$$,indpak
6390,50047733,cardiff giant,brooklyn,415,myrtle ave,11205,9293377873,American,2016-05-11,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,Pre-permit (Operational) / Initial Inspection,415 myrtle ave,11205,4.0,$$,bars
6391,50047733,cardiff giant,brooklyn,415,myrtle ave,11205,9293377873,American,2017-07-20,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,Cycle Inspection / Initial Inspection,415 myrtle ave,11205,4.0,$$,bars
6392,50047733,cardiff giant,brooklyn,415,myrtle ave,11205,9293377873,American,2018-08-17,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,16.0,Cycle Inspection / Initial Inspection,415 myrtle ave,11205,4.0,$$,bars
6393,50047733,cardiff giant,brooklyn,415,myrtle ave,11205,9293377873,American,2018-12-01,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,Cycle Inspection / Re-inspection,415 myrtle ave,11205,4.0,$$,bars
6394,50047747,karam restaurant,brooklyn,8519,4th ave,11209,7187455227,Middle Eastern,2016-04-15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,19.0,Pre-permit (Operational) / Initial Inspection,8519 4 ave,11209,4.0,$,mideastern
6395,50047747,karam restaurant,brooklyn,8519,4th ave,11209,7187455227,Middle Eastern,2016-04-27,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,Pre-permit (Operational) / Re-inspection,8519 4 ave,11209,4.0,$,mideastern
6396,50047747,karam restaurant,brooklyn,8519,4th ave,11209,7187455227,Middle Eastern,2016-12-20,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10.0,Cycle Inspection / Initial Inspection,8519 4 ave,11209,4.0,$,mideastern
6397,50047747,karam restaurant,brooklyn,8519,4th ave,11209,7187455227,Middle Eastern,2018-02-05,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8.0,Cycle Inspection / Initial Inspection,8519 4 ave,11209,4.0,$,mideastern
6398,50047747,karam restaurant,brooklyn,8519,4th ave,11209,7187455227,Middle Eastern,2019-02-04,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,12.0,Cycle Inspection / Initial Inspection,8519 4 ave,11209,4.0,$,mideastern
6399,50047795,knockdown center,queens,5219,flushing ave,11378,3479155615,American,2016-10-20,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65º F or above within 2 hours.,Critical,18.0,Pre-permit (Operational) / Initial Inspection,5219 flushing ave,11378,3.0,$$,venues
6400,50047795,knockdown center,queens,5219,flushing ave,11378,3479155615,American,2018-02-03,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,2.0,Cycle Inspection / Initial Inspection,5219 flushing ave,11378,3.0,$$,venues
6401,50047976,jenivieve's jerk rotisserie,queens,22025,jamaica ave,11428,7187495292,Caribbean,2016-04-18,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12.0,Pre-permit (Non-operational) / Initial Inspection,22025 jamaica ave,11428,3.5,$,caribbean
6402,50047976,jenivieve's jerk rotisserie,queens,22025,jamaica ave,11428,7187495292,Caribbean,2016-08-15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,Cycle Inspection / Initial Inspection,22025 jamaica ave,11428,3.5,$,caribbean
